A,B
-5.478344951211005,22.994729018712103
-12.793161735468715,23.927105503515037
13.127546532336162,-23.1070337614642
1.9006271377755035,-22.900838490143578
13.46399591960392,-21.4186023699863
-4.687354417843248,8.842608614919168
-3.6589625488521027,20.27871361319617
19.26026756219633,-17.549774535707503
-7.389125151332228,9.068036632529559
-16.828357947034494,6.39510453359855
11.855585455309559,-19.47144151285119
23.48903591608736,-1.1049807902975894
16.68165467622131,-17.257211080758733
8.837100673376845,-25.450997016181454
-20.240368980320774,26.08233860944975
-25.98907297624614,19.24894578923704
22.672638181270955,6.723888765159076
15.675483390296472,-14.620699089499482
6.193264971981308,-28.342934537096227
-19.72266288346088,13.388223287675062
5.499606830219328,-24.585090729551172
-30.347039393663625,9.486705302568831
-11.400647419659647,19.74635381125242
20.125237845970574,-7.62484645417227
25.999691619042757,-0.07573028724977338
-25.192604460827127,8.415318596412458
13.280483376028464,-28.275791399468467
0.4722759230898532,11.339609702377649
-16.85802967886504,20.417403563075336
-14.589752961629516,-3.900849154035897
-26.208202377033256,1.5204835717490273
-20.27228642207431,27.03249916385208
-11.352579827174756,26.353225695428343
8.596064036924556,-24.674740305028457
-4.000599745346922,13.297299267427816
-14.353983106656559,18.04882693408593
-10.587569246446996,18.730397502435107
-15.869113905773439,23.428395086812586
-20.065459072629636,2.531237594828726
13.859471324007135,-27.24419103839967
-19.722966140145722,15.07084134777999
8.745553392342106,-22.85281356115718
11.695506881255488,-22.446376976292825
9.753889091717767,-31.20169380486919
-12.304992901719293,15.235737772842677
7.939184140286496,-25.11507195521321
6.638102110700926,-22.081681486021772
18.944585119405076,-14.701536014040748
-13.726044322788052,39.65774238627019
9.444903092412062,-23.639751452786946
-8.563124979201925,22.994604642214547
-18.80953495835194,-0.31867982757632696
-3.03767680395989,28.147632852377463
-23.106225365890317,6.857118983954788
20.3031931713064,-3.384495070657998
18.674329834184572,1.7941614058067468
-7.903398922028845,19.333167457332262
-6.68065789895841,25.9639684142849
-21.34220424977154,5.588145238050442
-26.29738283925768,6.273273408457171
18.41867038598515,-5.142114768353618
20.944401015327703,-14.900280241628183
-8.840005527271295,7.495717983425223
6.773109147816695,-26.590329986029563
-25.46140525437282,25.79813324811081
8.502960858132642,-17.135384583382297
0.5379095034932768,11.15257282993959
-18.621207716873286,0.16055460381102504
-11.58582690093925,13.914221288710992
-18.54275471327312,3.3416402303006865
12.468106328783978,-15.350276840011736
-6.564307755453516,1.466476255069591
12.30447496109666,-20.07322218911638
11.312016021383744,-7.996201965574656
14.950011625213744,-23.339809253424146
-5.590393745287246,24.017340096003803
-8.197317425619667,15.641133544625658
2.628295803853209,-31.261238098238636
11.767738150147537,-23.062630424563764
-20.129276319128223,26.45629001598931
9.388953449828946,-9.081701003128863
-14.83573015428312,16.53799831579093
-10.381801996524239,30.789340088356752
-26.297868663133283,4.304712846001824
18.179180307591817,-14.72923730465932
-6.412891011707757,28.12347357850514
12.760312466742988,-23.464045963589083
17.601725561666726,-11.723848699233788
16.863778329815567,-6.752831507381102
9.225049723704743,-8.557591141946816
11.904417997963732,-18.01034528488927
15.673853785870136,-3.9143082455725042
-21.351961544097257,4.9296688641304325
-7.622400269297723,5.933263501592196
-18.593137941890845,-1.6917569294569867
5.593953464850376,-39.11149182888411
-22.2815499305063,4.566542465030114
21.605261626572055,-2.5289905375076294
2.2839447604720853,18.349437042801362
-14.733041856480497,23.849344569596713
-9.044336966480103,25.638979549950033
-8.852867184559958,30.0059936854939
-12.934753652088105,33.43691107768894
15.975259805150595,-13.438794008644074
20.26439328308942,-5.691962545490231
-11.390804544356769,6.466336462507787
-22.46556789087471,19.855188669541207
-20.200121435885528,17.31949562543217
-10.627614838923009,37.901715798192114
0.3074940397042547,10.142910704264407
-21.222526152595805,30.105181943881803
20.436967307368246,-8.217985333951404
12.34213366462754,-17.09919061834687
-16.292567164805245,4.069664489426592
3.2687771262080267,-26.88216804192052
-22.649688410131674,24.36381067214445
-17.87760085476237,24.83349895294483
-17.594518787590502,24.681333110430856
-8.646996707813877,15.453916978959029
6.469654216193356,-23.13391653654667
-23.609850007038517,23.16847986118251
-14.785179089117118,11.812165612632711
-29.227571876836006,27.444434659088817
-30.910749392975838,3.781083048082352
14.490500413672375,-12.369401292348282
10.020050257462438,-12.071205948073793
13.018594735629483,-9.165332856473297
4.230427398622876,8.18754576230262
-12.759896324010693,34.884683218939955
-11.539408697215627,20.100836391048745
-21.6800014407581,-1.3189511445230573
21.873050592070943,-5.860905680212499
-16.89475758863806,19.711019019363874
24.521974064748928,-1.0371785334738792
22.958160997223473,-5.804983137667352
-18.399203217861505,10.681234536886496
-19.40491565694018,30.21657106914629
16.534141891637024,-4.038134374550452
10.64976391434703,-21.363363880604354
8.652350960803926,-27.85365149530977
-27.517359224821085,21.095804113087205
-16.279483275123464,19.560674947865568
16.83074862431618,-19.99707281281003
-14.954889291031366,-0.043054840629066504
18.568227654481518,-8.812461644599662
-15.126386111399206,8.807751174348766
7.1067560971362385,-23.92908372138219
17.883907768915794,5.543575243989132
-11.94987913321835,17.14491832921756
10.619617368669555,-1.2177013745826581
-17.93795828837116,7.589445016180766
-11.580145905158098,19.724360193300782
-18.293700152659483,9.874807058387505
15.106199642883082,-11.2331291331869
-9.494606811265333,7.90649423493099
-20.468259313380955,17.11392742230348
-17.689668669304552,2.32798294042178
-25.638663871084727,22.657180796027934
13.861651428835051,-21.518642014653686
14.7535167355886,-7.063162644845164
-11.380922818557195,8.49314626630552
-20.69414945713622,25.23554427927211
-21.73776387292555,26.845374352763066
-6.408905510154698,5.296848909898828
23.781612809733772,-8.905145705992473
-23.626813199568957,24.220291438045756
-19.519861051314187,6.459187142943454
17.749815429592786,-14.750160840157363
15.49140651133823,-15.336507555713165
-9.309278755156472,15.421983664536619
-16.497118374810185,25.322293254116694
19.241942005189017,-10.721132083785127
21.560282006309475,-4.099219887598662
-10.265827715321574,31.395516872220092
-8.065362964456021,20.031421526264033
-31.597384840717908,15.975876445032807
15.352232812717094,-14.150378528325733
-18.571251207071086,14.21854629767598
-19.192862923773514,2.4189467188890235
-19.820199874172022,29.004701934336268
-14.384496232266162,21.619662256394975
-10.635626547505495,16.919828711400566
19.164121477460338,-9.20736082365919
20.013387368003272,-0.8232773584892961
9.576483444202967,-20.759899881213315
-16.294637113395826,23.388099874254202
-22.143609611935304,21.51461491644115
-7.040137361317766,26.018859588346196
9.80992515571311,-23.588526292638097
14.628280055213743,-9.589775051290907
15.614637508483455,-18.07759768221445
-13.598069849749304,43.0617912957523
-10.567734090498838,19.337079526879567
17.85345895637239,-4.379941025666811
-8.881171364966288,6.487334425905664
-17.184796773317153,27.019113770144525
16.077190530349345,-7.636137131066864
7.474557033471467,-19.07352128108537
21.611011911895773,1.5449408884362925
-13.941511667133938,23.383883783164908
-6.1047568185306105,2.10038093299999
14.976378733851787,-14.780006408923146
-12.708544900912974,15.33878438904024
-23.340180192631536,22.872973318688516
13.458634226466764,-20.459103397383707
16.532871114620555,-10.6051647004333
-12.16075500971627,26.10030630953915
-12.749271421089574,10.943887892578957
12.173938961695283,-24.112318626591254
20.14511185288294,-1.8044615560363875
12.587651136780815,-17.22053408549805
4.187198310339355,-30.842207824929844
-11.899968820962046,8.078999233515226
-13.257177753663708,-3.926548879080949
-16.99849009002113,24.8852271610917
18.659200658048956,-1.2728026332898557
7.555223631354679,-34.9176495243419
27.050721716012596,0.5910838262056428
-12.576646945422493,4.365982286771503
-14.041203595007675,14.05050688988032
16.828712864682608,-3.4109751885821438
28.66777263033462,4.911071260415172
-8.116473952858849,33.49881226550891
13.184378620722523,-23.950186051036717
-10.859856054821321,6.056015320751236
-25.373103135575743,15.548261989082782
18.767901692797405,3.0922066006182503
20.84959959280392,-11.655104811423772
9.054198081759266,-18.4236957932099
-17.88457579355842,-0.9698995092678198
15.124527893400268,-10.911562349215219
11.560214967874959,-27.863336769476454
-7.22222902491664,9.906448062809902
12.72508451481257,-19.513814353966687
14.234781142792855,-18.663266698331626
-19.10344513590839,27.914692452188554
-17.857616236544924,14.52736644709997
9.297195004657366,-20.142541581453234
20.844702413373476,-4.292917396979288
14.880216295037243,-20.227953085486526
19.574769217146045,-14.748097870378718
-20.550185591603665,29.5008434716101
-16.99208948840247,8.09952519722418
-15.856931861446935,9.679253147830911
-15.449592094941007,10.387281729187702
-2.592018956304103,35.231569452933805
20.6323192079645,5.013311867580201
3.6140230282821717,-25.517080825645714
9.851877478348468,-33.902714603297156
18.080375514162856,-9.020365581518634
-23.672978113889908,29.3194685759366
-14.625256241901383,10.651398318533037
-11.041784712218202,25.70124966086404
15.74604556462343,-20.775891956561026
8.609708844517215,-26.978738274157415
15.580366875442808,-14.108745818996848
17.98810135812345,-11.726232605563338
15.092187647602822,-15.021495510806538
22.920225880920007,-3.5407105535428807
19.379880182463445,-12.98414972029857
-11.652349059399016,4.7434491178103455
16.584989387041603,-14.583030716713804
-24.473140763878504,33.26365897051876
14.81778970806407,-8.157623360945216
11.628536323001475,-26.339129177310447
-16.73083590481983,-3.3546609577467357
-9.992348632105898,12.968017192592821
-17.99774442326123,4.396985337611941
15.694082113483159,-19.862701365927272
-7.056521051903184,21.69941468585553
18.002080021917916,-24.113481098992892
16.99919615354217,-9.611787273828437
-17.6145407733868,32.38160739456016
6.275943819084412,-25.630191522794014
11.809456308987034,-26.545913405785697
11.372725491127145,-29.752866585826723
17.517051322610868,-13.176938212255752
14.21158820433077,-21.429316786658017
16.65815355413406,-2.943442863430892
12.086050318205428,-13.41099708420989
-14.755548093211868,34.57873798924921
17.263375534677973,-12.61502263939626
-16.54884557501077,14.415337837893883
10.575069500428771,-10.571653637983438
8.084634438136142,-23.701923359627564
16.17496323548575,-21.94823171645013
8.838543464417523,-35.99548484743534
25.128961142625492,-4.634492492231519
18.12742259133466,-15.769111459352423
6.470338027497754,-11.937639503524181
14.478142371983441,-17.93913063335055
-13.943116521110944,1.012574038701679
13.632235272883253,-28.780259328331844
-11.083158647958467,28.31064238780037
17.408543897892734,-17.43864484289769
-17.555056508558117,12.825145578495338
-7.776388779219001,17.02488421406493
19.153140535537464,-18.700609753301862
12.996952809527842,-21.601051548393322
-13.18411913216622,34.55153206938806
9.357598613302477,-20.47176076288013
-8.943549250299665,24.543310504051327
-11.119479774423567,21.974430541703697
11.458141671348724,-3.3248934542051067
-19.922747656472314,19.83537443297761
-7.031686741617164,20.244315941595037
8.013919717621556,-15.761932108414491
-11.18735126661413,20.349738055395473
-21.296260852574097,16.36499763201726
13.337751159579645,-16.19693918619377
16.85096989036537,-15.7604580794702
-5.4706603528476005,9.910190414153439
19.46285053270702,0.5234123860532214
10.222214400059874,-13.24374662417911
-5.0728015687520465,20.363596561693797
-24.038855590565227,10.638645307273604
14.790416981996412,-13.967380828213752
15.908417839365484,-13.88336362684389
-7.421308968357847,3.3538395557516676
14.110303699181866,-2.299576505182477
10.837591788559578,-17.620636246277193
11.262002233837105,-8.83818996431009
-20.427575314195472,14.1495666322753
-9.835290769687825,18.942779904668843
